170.0,340.0,12.0,24.0,176.5,353.0
321.0,9.0,273.0,-3.1416,0.0,-3.1416,4.0,4.0,4.0,194,3
304.0,22.0,269.0,0.0,-1.5708,0.0,4.0,2.0,4.0,37,20
298.0,24.0,269.0,0.0,-1.5708,0.0,8.0,2.0,8.0,37,21
298.0,20.0,263.0,0.0,-1.5708,0.0,4.0,2.0,4.0,37,20
322.0,5.0,282.0,0.0,1.5708,0.0,4.0,4.0,4.0,194,3
317.0,9.0,274.0,0.0,1.5708,0.0,4.0,4.0,4.0,194,3
322.0,5.0,271.0,-3.1416,0.0,-3.1416,4.0,4.0,4.0,194,3
320.0,5.0,275.0,-3.1416,0.0,-3.1416,4.0,4.0,4.0,194,3
302.0,20.0,269.0,0.0,-1.5708,0.0,8.0,2.0,8.0,37,21
337.0,7.0,289.0,0.0,0.0,0.0,2.0,8.0,2.0,192,5
337.0,14.0,289.0,0.0,0.0,0.0,4.0,2.0,4.0,37,20
298.0,22.0,273.0,0.0,-1.5708,0.0,8.0,2.0,8.0,37,21
298.0,22.0,265.0,0.0,-1.5708,0.0,8.0,2.0,8.0,37,21
298.0,20.0,275.0,0.0,-1.5708,0.0,4.0,2.0,4.0,37,20
337.0,12.0,289.0,0.0,0.0,0.0,8.0,2.0,8.0,37,21
318.0,5.0,283.0,0.0,1.5708,0.0,4.0,4.0,4.0,194,3
318.0,9.0,283.0,0.0,1.5708,0.0,4.0,4.0,4.0,194,3
317.0,13.0,285.0,0.0,1.5708,0.0,4.0,4.0,4.0,194,3
315.0,4.0,284.0,0.0,1.5708,0.0,2.0,2.0,2.0,194,2
323.0,5.0,290.0,0.0,1.5708,0.0,4.0,4.0,4.0,194,3
298.5,9.0,274.5,0.0,-1.5708,0.0,1.0,4.0,1.0,37,27
302.5,9.0,267.5,0.0,-1.5708,0.0,1.0,4.0,1.0,37,27
298.0,15.0,269.0,0.0,-1.5708,0.0,4.0,8.0,4.0,192,6
294.0,20.0,269.0,0.0,-1.5708,0.0,8.0,2.0,8.0,37,21
292.0,22.0,269.0,0.0,-1.5708,0.0,4.0,2.0,4.0,37,20
315.0,5.0,274.0,0.0,1.5708,0.0,4.0,4.0,4.0,194,3
316.0,5.0,287.0,0.0,1.5708,0.0,4.0,4.0,4.0,194,3
316.0,9.0,287.0,0.0,1.5708,0.0,4.0,4.0,4.0,194,3
318.0,4.0,271.0,0.0,1.5708,0.0,2.0,2.0,2.0,194,2
316.0,4.0,277.0,0.0,1.5708,0.0,2.0,2.0,2.0,194,2
313.0,4.0,288.0,0.0,1.5708,0.0,2.0,2.0,2.0,194,2
304.5,5.0,269.5,0.0,-1.5708,0.0,1.0,4.0,1.0,37,27
302.5,5.0,267.5,0.0,-1.5708,0.0,1.0,4.0,1.0,37,27
298.0,7.0,269.0,0.0,-1.5708,0.0,4.0,8.0,4.0,192,6
301.5,5.0,269.5,0.0,-1.5708,0.0,1.0,4.0,1.0,37,27
298.5,5.0,274.5,0.0,-1.5708,0.0,1.0,4.0,1.0,37,27
282.5,6.0,300.5,0.0,0.0,0.0,1.0,6.0,1.0,192,4
327.0,7.0,310.0,0.0,0.0,0.0,2.0,8.0,2.0,192,5
327.0,12.0,310.0,0.0,0.0,0.0,8.0,2.0,8.0,37,21
294.5,5.0,267.5,0.0,-1.5708,0.0,1.0,4.0,1.0,37,27
327.0,14.0,310.0,0.0,0.0,0.0,4.0,2.0,4.0,37,20
284.0,12.0,273.0,0.0,1.5708,0.0,8.0,2.0,8.0,37,21
292.5,5.0,270.5,0.0,-1.5708,0.0,1.0,4.0,1.0,37,27
293.5,5.0,271.5,0.0,-1.5708,0.0,1.0,4.0,1.0,37,27
284.0,14.0,273.0,0.0,1.5708,0.0,4.0,2.0,4.0,37,20
289.5,6.0,305.5,0.0,0.0,0.0,1.0,6.0,1.0,192,4
279.5,9.0,303.5,-3.1416,0.0,-3.1416,1.0,4.0,1.0,106,25
281.5,6.0,296.5,0.0,0.0,0.0,1.0,6.0,1.0,192,4
281.5,6.0,294.5,0.0,0.0,0.0,1.0,6.0,1.0,192,4
282.5,6.0,293.5,0.0,0.0,0.0,1.0,6.0,1.0,192,4
279.5,5.0,303.5,-3.1416,0.0,-3.1416,1.0,4.0,1.0,106,25
277.5,5.0,301.5,-3.1416,0.0,-3.1416,1.0,4.0,1.0,37,27
273.5,9.0,294.5,0.0,0.0,0.0,1.0,4.0,1.0,37,27
266.5,17.0,291.5,0.0,0.0,0.0,1.0,4.0,1.0,37,27
284.0,7.0,273.0,0.0,1.5708,0.0,2.0,8.0,2.0,192,5
277.5,6.0,291.5,0.0,0.0,0.0,1.0,6.0,1.0,192,4
269.5,5.0,303.5,0.0,0.0,0.0,1.0,4.0,1.0,106,25
261.5,9.0,301.5,0.0,0.0,0.0,1.0,4.0,1.0,106,25
270.5,5.0,302.5,0.0,0.0,0.0,1.0,4.0,1.0,37,27
264.5,9.0,301.5,0.0,0.0,0.0,1.0,4.0,1.0,37,27
279.5,5.0,306.5,-3.1416,0.0,-3.1416,1.0,4.0,1.0,37,27
282.5,9.0,306.5,-3.1416,0.0,-3.1416,1.0,4.0,1.0,37,27
262.5,9.0,297.5,0.0,0.0,0.0,1.0,4.0,1.0,37,27
282.0,5.0,306.0,-3.1416,0.0,-3.1416,4.0,4.0,4.0,192,1
281.5,9.0,305.5,-3.1416,0.0,-3.1416,1.0,4.0,1.0,37,27
275.0,5.0,303.0,0.0,0.0,0.0,4.0,4.0,4.0,192,1
267.0,5.0,300.0,0.0,0.0,0.0,4.0,4.0,4.0,192,1
267.5,9.0,299.5,0.0,0.0,0.0,1.0,4.0,1.0,106,25
266.5,9.0,300.5,0.0,0.0,0.0,1.0,4.0,1.0,37,27
272.5,10.5,260.5,-3.1416,0.0,-3.1416,1.0,1.0,1.0,21,22
268.5,9.0,290.5,0.0,0.0,0.0,1.0,4.0,1.0,37,27
270.0,5.0,291.0,0.0,0.0,0.0,4.0,4.0,4.0,192,1
266.0,9.0,291.0,0.0,0.0,0.0,4.0,4.0,4.0,192,1
268.5,5.0,297.5,0.0,0.0,0.0,1.0,4.0,1.0,37,27
273.5,6.0,299.5,0.0,0.0,0.0,1.0,6.0,1.0,192,4
267.0,9.0,287.0,0.0,0.0,0.0,4.0,4.0,4.0,192,1
265.5,9.0,296.5,0.0,0.0,0.0,1.0,4.0,1.0,106,25
275.5,10.5,256.5,-3.1416,0.0,-3.1416,1.0,1.0,1.0,21,22
274.0,14.0,259.0,-3.1416,0.0,-3.1416,4.0,2.0,4.0,37,20
274.0,12.0,259.0,-3.1416,0.0,-3.1416,8.0,2.0,8.0,37,21
273.0,5.0,295.0,0.0,0.0,0.0,4.0,4.0,4.0,192,1
266.5,13.0,291.5,0.0,0.0,0.0,1.0,4.0,1.0,37,27
266.5,13.0,289.5,0.0,0.0,0.0,1.0,4.0,1.0,37,27
275.5,10.5,260.5,-3.1416,0.0,-3.1416,1.0,1.0,1.0,21,22
282.5,5.0,272.5,0.0,-1.5708,0.0,1.0,4.0,1.0,37,27
272.5,9.0,295.5,0.0,0.0,0.0,1.0,4.0,1.0,106,25
270.5,9.0,292.5,0.0,0.0,0.0,1.0,4.0,1.0,106,25
288.5,6.0,310.5,0.0,0.0,0.0,1.0,6.0,1.0,192,4
263.5,5.0,303.5,0.0,0.0,0.0,1.0,4.0,1.0,37,27
261.5,5.0,301.5,0.0,0.0,0.0,1.0,4.0,1.0,106,25
278.5,9.0,307.5,-3.1416,0.0,-3.1416,1.0,4.0,1.0,37,27
278.5,5.0,307.5,-3.1416,0.0,-3.1416,1.0,4.0,1.0,37,27
277.5,5.0,306.5,-3.1416,0.0,-3.1416,1.0,4.0,1.0,106,25
259.5,9.0,299.5,0.0,0.0,0.0,1.0,4.0,1.0,37,27
258.5,9.0,298.5,0.0,0.0,0.0,1.0,4.0,1.0,37,27
264.5,5.0,301.5,0.0,0.0,0.0,1.0,4.0,1.0,37,27
264.5,5.0,299.5,0.0,0.0,0.0,1.0,4.0,1.0,37,27
263.5,5.0,298.5,0.0,0.0,0.0,1.0,4.0,1.0,106,25
262.5,5.0,297.5,0.0,0.0,0.0,1.0,4.0,1.0,37,27
267.0,5.0,287.0,0.0,0.0,0.0,4.0,4.0,4.0,192,1
266.0,5.0,291.0,0.0,0.0,0.0,4.0,4.0,4.0,192,1
261.5,5.0,298.5,0.0,0.0,0.0,1.0,4.0,1.0,37,27
263.0,5.0,295.0,0.0,0.0,0.0,4.0,4.0,4.0,192,1
261.5,9.0,294.5,0.0,0.0,0.0,1.0,4.0,1.0,37,27
274.0,7.0,259.0,-3.1416,0.0,-3.1416,2.0,8.0,2.0,192,5
271.5,10.5,256.5,-3.1416,0.0,-3.1416,1.0,1.0,1.0,21,22
265.5,5.0,296.5,0.0,0.0,0.0,1.0,4.0,1.0,106,25
266.5,5.0,295.5,0.0,0.0,0.0,1.0,4.0,1.0,37,27
269.5,5.0,305.5,0.0,0.0,0.0,1.0,4.0,1.0,37,27
259.0,5.0,299.0,0.0,0.0,0.0,4.0,4.0,4.0,192,1
254.0,13.0,292.0,0.0,1.5708,0.0,4.0,4.0,4.0,194,3
253.0,20.0,260.0,-3.1416,0.0,-3.1416,4.0,2.0,4.0,37,20
251.0,22.0,260.0,-3.1416,0.0,-3.1416,8.0,2.0,8.0,37,21
257.0,14.0,272.0,0.0,0.0,0.0,4.0,2.0,4.0,37,20
255.0,9.0,290.0,0.0,1.5708,0.0,4.0,4.0,4.0,194,3
266.0,9.0,306.0,0.0,0.0,0.0,4.0,4.0,4.0,192,1
266.0,5.0,306.0,0.0,0.0,0.0,4.0,4.0,4.0,192,1
266.5,13.0,306.5,0.0,0.0,0.0,1.0,4.0,1.0,37,27
273.0,5.0,307.0,0.0,0.0,0.0,4.0,4.0,4.0,192,1
272.5,9.0,307.5,0.0,0.0,0.0,1.0,4.0,1.0,106,25
265.5,13.0,305.5,0.0,0.0,0.0,1.0,4.0,1.0,37,27
247.0,24.0,260.0,-3.1416,0.0,-3.1416,8.0,2.0,8.0,37,21
247.0,22.0,266.0,-3.1416,0.0,-3.1416,4.0,2.0,4.0,37,20
257.0,12.0,272.0,0.0,0.0,0.0,8.0,2.0,8.0,37,21
253.0,9.0,294.0,0.0,1.5708,0.0,4.0,4.0,4.0,194,3
