356.0,712.0,121.25,242.5,278.15,347.5
452.5,2.5,293.0,0.0,0.0,0.0,159.0,1.0,90.0,37,Part
459.5,1.5,277.0,0.0,0.0,0.0,159.0,1.0,136.0,1029,Part
459.5,0.5,277.0,0.0,0.0,0.0,159.0,1.0,136.0,37,Part
496.5,1.5,71.5,0.0,0.0,0.0,185.0,1.0,275.0,1029,Part
496.5,0.5,71.5,0.0,0.0,0.0,185.0,1.0,275.0,37,Part
557.0,2.5,71.5,0.0,0.0,0.0,50.0,1.0,261.0,37,Part
459.5,2.5,232.0,0.0,0.0,0.0,145.0,1.0,32.0,37,Part
518.5,2.5,-66.0,0.0,1.5708,0.0,14.0,1.0,127.0,199,Part
471.5,2.5,78.5,0.0,0.0,0.0,121.0,1.0,275.0,37,Part
609.5,1.5,-146.5,0.0,1.5708,0.0,161.0,1.0,323.0,199,Part
609.5,0.5,-146.5,0.0,1.5708,0.0,161.0,1.0,323.0,37,Part
305.0,2.5,347.5,0.0,0.0,0.0,136.0,1.0,45.0,37,Part
609.5,2.5,-146.5,0.0,1.5708,0.0,147.0,1.0,309.0,199,Part
305.0,1.5,309.0,0.0,0.0,0.0,150.0,1.0,136.0,1029,Part
305.0,0.5,309.0,0.0,0.0,0.0,150.0,1.0,136.0,37,Part
298.0,2.5,286.5,0.0,0.0,0.0,150.0,1.0,77.0,37,Part
204.0,1.5,284.5,0.0,0.0,0.0,52.0,1.0,95.0,1029,Part
204.0,2.5,284.5,0.0,0.0,0.0,38.0,1.0,81.0,37,Part
204.0,0.5,284.5,0.0,0.0,0.0,52.0,1.0,95.0,37,Part
499.5,153.5,-166.9,0.0,1.5708,0.0,53.0,27.0,13.0,199,Part
520.5,242.5,-154.4,-3.1416,0.0,-3.1416,15.0,41.0,16.0,199,Part
520.0,201.5,-156.4,-3.1416,0.0,-3.1416,22.0,41.0,22.0,199,Part
548.5,104.5,-120.9,0.0,0.0,0.0,53.0,27.0,13.0,199,Part
527.5,194.5,-180.4,-3.1416,0.0,-3.1416,37.0,27.0,26.0,199,Part
567.0,112.0,-153.9,0.0,1.5708,0.0,53.0,42.0,16.0,199,Part
532.5,136.0,-163.9,0.0,0.0,0.0,53.0,90.0,73.0,199,Part
624.5,104.0,-131.9,0.0,0.0,0.0,99.0,12.0,23.0,199,Part
530.5,58.5,-158.4,0.0,0.0,0.0,71.0,65.0,94.0,199,Part
523.5,14.5,-159.9,0.0,0.0,0.0,99.0,23.0,125.0,199,Part
684.5,92.5,-131.9,0.0,0.0,0.0,45.0,11.0,27.0,199,Part
706.5,58.5,-133.9,0.0,0.0,0.0,35.0,57.0,57.0,199,Part
712.0,17.0,-132.4,0.0,0.0,0.0,58.0,26.0,80.0,199,Part
712.0,3.5,-130.9,0.0,0.0,0.0,76.0,1.0,95.0,199,Part
156.5,0.6,-9.8,0.0,0.0,0.0,59.0,1.2,18.0,199,Part
186.5,18.0,-34.8,-3.1416,0.0,-3.1416,45.0,21.6,20.0,199,Part
178.0,5.4,-24.3,0.0,1.5708,0.0,21.0,3.6,52.0,199,Part
243.5,33.6,-39.8,-3.1416,0.0,-3.1416,129.0,9.6,20.0,199,Part
167.5,18.0,-61.3,-3.1416,0.0,-3.1416,45.0,21.6,33.0,199,Part
250.0,18.0,-29.8,-3.1416,0.0,-3.1416,82.0,21.6,20.0,199,Part
284.0,49.2,-50.8,0.0,0.0,0.0,20.0,21.6,12.0,199,Part
98.0,0.6,-99.3,0.0,1.5708,0.0,141.0,1.2,20.0,199,Part
113.5,2.4,-99.8,0.0,0.0,0.0,23.0,2.4,94.0,199,Part
275.5,0.6,29.2,0.0,0.0,0.0,111.0,1.2,18.0,199,Part
147.0,0.6,-99.3,0.0,0.0,0.0,78.0,1.2,161.0,199,Part
