260.5,521.0,12.0,24.0,176.5,353.0
498.0,14.0,151.0,0.0,1.5708,0.0,4.0,2.0,4.0,37,20
498.0,12.0,151.0,0.0,1.5708,0.0,8.0,2.0,8.0,37,21
513.0,13.0,179.0,0.0,1.5708,0.0,4.0,4.0,4.0,194,3
498.0,7.0,151.0,0.0,1.5708,0.0,2.0,8.0,2.0,192,5
502.0,8.0,178.0,-3.1416,0.0,-3.1416,2.0,2.0,2.0,194,2
505.0,9.0,179.0,0.0,1.5708,0.0,4.0,4.0,4.0,194,3
507.0,5.0,179.0,0.0,1.5708,0.0,4.0,4.0,4.0,194,3
503.0,5.0,179.0,0.0,1.5708,0.0,4.0,4.0,4.0,194,3
478.0,14.0,164.0,0.0,1.5708,0.0,4.0,2.0,4.0,37,20
485.5,10.5,201.5,-3.1416,0.0,-3.1416,1.0,1.0,1.0,21,22
484.5,10.5,197.5,-3.1416,0.0,-3.1416,1.0,1.0,1.0,21,22
504.0,9.0,192.0,0.0,1.5708,0.0,4.0,4.0,4.0,194,3
513.0,5.0,179.0,0.0,1.5708,0.0,4.0,4.0,4.0,194,3
511.0,5.0,183.0,0.0,1.5708,0.0,4.0,4.0,4.0,194,3
487.0,14.0,200.0,-3.1416,0.0,-3.1416,4.0,2.0,4.0,37,20
487.0,12.0,200.0,-3.1416,0.0,-3.1416,8.0,2.0,8.0,37,21
497.0,12.0,214.0,0.0,1.5708,0.0,8.0,2.0,8.0,37,21
513.0,9.0,179.0,0.0,1.5708,0.0,4.0,4.0,4.0,194,3
519.0,5.0,186.0,0.0,1.5708,0.0,4.0,4.0,4.0,194,3
478.0,12.0,164.0,0.0,1.5708,0.0,8.0,2.0,8.0,37,21
504.0,5.0,192.0,0.0,1.5708,0.0,4.0,4.0,4.0,194,3
510.0,5.0,187.0,0.0,1.5708,0.0,4.0,4.0,4.0,194,3
511.0,9.0,183.0,0.0,1.5708,0.0,4.0,4.0,4.0,194,3
508.0,4.0,182.0,-3.1416,0.0,-3.1416,2.0,2.0,2.0,194,2
488.5,10.5,197.5,-3.1416,0.0,-3.1416,1.0,1.0,1.0,21,22
488.5,10.5,201.5,-3.1416,0.0,-3.1416,1.0,1.0,1.0,21,22
511.0,5.0,195.0,0.0,1.5708,0.0,4.0,4.0,4.0,194,3
497.0,14.0,214.0,0.0,1.5708,0.0,4.0,2.0,4.0,37,20
